business_name,category,city,address,phone,source
Argos Dumfries Church Place,"Clothing store, Appliance store, Baby store, Department store, Electronics store, Home goods store, Jewelry store, Sporting goods store, Toy store, Used office furniture store",Dumfries,"Argos Dumfries Church Place, 8-10 Church Place, Dumfries DG1 1BW, United Kingdom",3451657157,Google Places
Anderson Kilts,"Kilt shop and hire, Men's clothing store",Dumfries,"Anderson Kilts, 5 Church Cres, Dumfries DG1 1DF, United Kingdom",1387250250,Google Places
Corniche The Designer Clothes Store,Designer clothing store,Edinburgh,"Corniche The Designer Clothes Store, 2 Jeffrey St, Edinburgh EH1 1DT, United Kingdom",1315563707,Google Places
Cuddles and Hugs Ltd,Baby clothing store,Larkhall,"Cuddles and Hugs Ltd, 2 Church St, Larkhall ML9 1EU, United Kingdom",1698317530,Google Places
Asda Galashiels Superstore,"Clothing store, ATM, Cafe, Supermarket, Gas station",Galashiels,"Asda Galashiels Superstore, Currie Rd, Galashiels TD1 2AG, United Kingdom",1896661800,Google Places
Deen & Dunya (Modest Clothing & Book Store),Clothing store,Glasgow,"Unit 1, Deen & Dunya (Modest Clothing & Book Store), 64 Forth St, Pollokshields, Glasgow G41 2SS, United Kingdom",7864502670,Google Places
Caledonian Clothing,Clothing store,Loanhead,"Caledonian Clothing, Borthwick View, Pentland Industrial Estate, Loanhead EH20 9QH, United Kingdom",1314409900,Google Places
Clic Clothing,"Embroidery service, Custom t-shirt store, Embroidery shop, T-shirt store",Bathgate,"Clic Clothing, Waverley Street Industrial Est, Bathgate EH48 4JA, United Kingdom",1506371446,Google Places
Clothing Store,Clothing store,Kraków,"Clothing Store, Krupnicza 6, 33-332 Kraków, Poland",Unknown,Google Places
"CHO Fashion & Lifestyle, Online Store","Clothing store, Designer clothing store",Carlisle,"CHO Fashion & Lifestyle, Online Store, 12 Lonsdale St, Carlisle CA1 1DB, United Kingdom",1228595353,Google Places
Lindsay Fleming,"Bridal shop, Vintage clothing store",Biggar,"Lindsay Fleming, 85 Carlisle Rd, Abington, Biggar ML12 6SD, United Kingdom",1864502522,Google Places
Clothing Store,Women's clothing store,Sofia,"Clothing Store, g.k. Krasna polyana 1, bul. ""Vardar"" 11А, 1330 Sofia, Bulgaria",Unknown,Google Places
Walmart Supercenter,"Clothing store, Bakery, Department store, Electronics store, Furniture store, Grocery store, Hardware store, Home goods store, Sporting goods store, Toy store",Warren,"Walmart Supercenter, 2901 Market St, Warren, PA 16365",18147232640,Google Places
Walmart Supercenter,"Clothing store, Bakery, Department store, Electronics store, Furniture store, Grocery store, Hardware store, Home goods store, Sporting goods store, Toy store",New Castle,"Walmart Supercenter, 2501 W State St, New Castle, PA 16101",17246579390,Google Places
Walmart Supercenter,"Clothing store, Bakery, Department store, Electronics store, Furniture store, Grocery store, Hardware store, Home goods store, Sporting goods store, Toy store",Elkin,"Walmart Supercenter, 548 CC Camp Rd, Elkin, NC 28621",13365262636,Google Places
Promenade at Casa Grande,"Clothing store, Shopping mall, Men's clothing store, Restaurant, Women's clothing store",Casa Grande,"Promenade at Casa Grande, 1005 N Promenade Pkwy, Casa Grande, AZ 85194",15204263055,Google Places
Fishing & Survival,Outdoor clothing and equipment shop,Lanark,"Fishing & Survival, 35 Bannatyne St, Lanark ML11 7JR, United Kingdom",1555660097,Google Places
The Morrison Shop,Clothing store,Escanaba,"The Morrison Shop, 1000 Ludington St, Escanaba, MI 49829",19067861512,Google Places
Red Room Boutique,Boutique,Pikeville,"Red Room Boutique, 4065 N Mayo Trail, Pikeville, KY 41501",16064370664,Google Places
"British Red Cross shop, Peebles","Clothing store, Charity, Thrift store",Peebles,"British Red Cross shop, Peebles, 21 Old Town, Peebles EH45 8JF, United Kingdom",1721722330,Google Places
Forever 21 - Al Ghurair,"Clothing store, Fashion accessories store, Men's clothing store, Plus size clothing store, Western apparel store, Women's clothing store, Youth clothing store",Dubai,Forever 21 - Al Ghurair - Al Rigga Rd - Deira - Dubai - United Arab Emirates,97145476178,Google Places
OwnTheLooks,Women's clothing store,Dubai,OwnTheLooks - Rigga Business Center 5th Floor - Office No.5001 Al rigga road Post 4896 - Dubai - United Arab Emirates,97142959520,Google Places
Springfield,Women's clothing store,Dubai,Springfield - Al Rigga Rd - Deira - Dubai - United Arab Emirates,97142270152,Google Places
Max Fashion,Clothing store,Dubai,7898+3XH Max Fashion - Al Rigga Rd - Deira - Dubai - United Arab Emirates,97142232272,Google Places
Affordables,Clothing store,Dubai,"Affordables, Al Ghurair Center - Deira - Dubai - United Arab Emirates",971559080680,Google Places
Cartoon Fashions,Women's clothing store,Dubai,7898+3XH Cartoon Fashions - Al Rigga Rd - Deira - Dubai - United Arab Emirates,97142216461,Google Places
BKool,Men's clothing store,Dubai,78FG+R3G BKool - شارع - Muteena - Dubai - United Arab Emirates,97142972400,Google Places
Splash,Clothing store,Dubai,"Splash, Ghurair City - Deira - Al Rigga - Dubai - United Arab Emirates",971526473208,Google Places
Metro Hit World Trading LLC - Gents Clothing,Men's clothing store,Dubai,Metro Hit World Trading LLC - Gents Clothing - 4 Al Mateena St - Deira - Dubai - United Arab Emirates,Unknown,Google Places
New Camp Readymade Garments Trading,Clothing store,Dubai,New Camp Readymade Garments Trading - Deira - Dubai - United Arab Emirates,97142522616,Google Places
3 Brothers (3B),Men's clothing store,Dubai,3 Brothers (3B) - 4 19a St - Deira - Dubai - United Arab Emirates,Unknown,Google Places
NOLIMIT,Clothing store,Dubai,"NOLIMIT, Ground floor - Unit G16, Al Ghurair Centre - Deira - Dubai - United Arab Emirates",97143880897,Google Places
Best Brands,Clothing store,Dubai,Best Brands - 35 Al Maktoum Rd - Deira - Dubai - United Arab Emirates,971563881943,Google Places
Giordano,"Clothing store, Men's clothing store, Women's clothing store, Youth clothing store",Dubai,Giordano - Salah Al Din St - Deira - Dubai - United Arab Emirates,971551903150,Google Places
Sam's Store Ukay Ukay - Salah Al Din,Clothing store,Dubai,Sam's Store Ukay Ukay - Salah Al Din - near Salah Al Din Metro Station - Deira - Dubai - United Arab Emirates,971542224241,Google Places
Ebrahim Ukay Ukay,Women's clothing store,Dubai,7888+W2W Ebrahim Ukay Ukay - 8th St - Deira - Al Rigga - Dubai - United Arab Emirates,Unknown,Google Places
Giordano,"Clothing store, Men's clothing store, Women's clothing store, Youth clothing store",Dubai,"Giordano, Al Ghurair Centre - Deira - Dubai - United Arab Emirates",971551903505,Google Places
Thrift Bazaar,Clothing store,Dubai,Thrift Bazaar - 125 Salah Al Din St - Deira - Dubai - United Arab Emirates,971508073545,Google Places
OUT FIT,Clothing store,Dubai,OUT FIT - 26 12B St - Naif - Dubai - United Arab Emirates,971553669986,Google Places
Bench,Clothing store,Dubai,7898+3XH Bench - Al Rigga Rd - Deira - Dubai - United Arab Emirates,97142522304,Google Places
Priceless,Women's clothing store,Dubai,785C+WVG Priceless - Al Maktoum Rd - Deira - Riggat Al Buteen - Dubai - United Arab Emirates,97142215444,Google Places
The Children's Place,Children's clothing store,Dubai,"The Children's Place - 1st Floor, Al Ghurair Mall, Near Carrefour, Al Rigga Road - Dubai - United Arab Emirates",971565090285,Google Places
Brave Hero Men's Fashion Al Maktoum Rd,Clothing store,Dubai,"Brave Hero Men's Fashion Al Maktoum Rd, Opp Concord Hotel، Riqqa Al Buteen Plaza - Al Maktoum Rd - Deira - Dubai - United Arab Emirates",97145723555,Google Places
مريم علي للخياطة والتطريز,Women's clothing store,Dubai,مريم علي للخياطة والتطريز - 72 18B St - Deira - Al Murar - Dubai - United Arab Emirates,97143543396,Google Places
Yazdan Fashion Boutique,Women's clothing store,Dubai,Yazdan Fashion Boutique - Shop # 11 Emarites concorde Hotel 38 Maktoum Rd Al - Dubai - United Arab Emirates,971559964164,Google Places
FASHION FREAKS,Clothing store,Dubai,FASHION FREAKS - 12 Al Suq Al Kabeer St - Deira - Al Rigga - Dubai - United Arab Emirates,Unknown,Google Places
Chef clothing that's your own (@merchhubdxb),Clothing store,Dubai,"Chef clothing that's your own (@merchhubdxb), Murjanet Al kalheej building Muraqqabat - Murjanet Al kalheej building Muraqqabat, Deira, Landmark: Hayyat hotel - Abu Baker Al Siddique Rd - Deira - Dubai - United Arab Emirates",971586800723,Google Places
YOUNG ORCA GARMENTS,"Clothing store, Formal wear store",Dubai,YOUNG ORCA GARMENTS - 55 Al Rigga Rd - Deira - Al Rigga - Dubai - United Arab Emirates,97143237034,Google Places
La Vie en Rose,Lingerie store,Dubai,7898+3XH La Vie en Rose - Al Rigga Rd - Deira - Dubai - United Arab Emirates,97142955609,Google Places
Liberty fashion boutique,Clothing store,Dubai,78H6+2XX Liberty fashion boutique - 12 45th St - Deira - Al Murar - Dubai - United Arab Emirates,971526190313,Google Places
MENS CLUB APPAREL Fashion 4U,Clothing store,Dubai,"78H6+4W8 MENS CLUB APPAREL Fashion 4U - near Sheikha latheefa Masjid, Frij Al Murar deira, dubai - Dubai - United Arab Emirates",971526387272,Google Places
Grand Outlet Garments and Shoes Trading L.L.C Frij Al Murar Branch,Clothing store,Dubai,"Grand Outlet Garments and Shoes Trading L.L.C Frij Al Murar Branch, Frij - 146 Omar Bin Al Khattab St - Deira - Al Murar - Dubai - United Arab Emirates",971543475252,Google Places
La Senza,"Women's clothing store, Clothing store",Dubai,7898+5J7 La Senza - Al Ghurair Centre - Al Rigga Rd - Dubai - United Arab Emirates,97142888781,Google Places
Matalan,Clothing store,Dubai,"Matalan, Al Ghurair Centre - Deira - Dubai - United Arab Emirates",Unknown,Google Places
Polar Ukay,Clothing store,Dubai,Polar Ukay - Front of union metro station maidan tower 1 - Dubai - United Arab Emirates,971569944606,Google Places
Irische Street Style Apparel,Clothing store,Dubai,Irische Street Style Apparel - 12B St - Al Muraqqabat - Dubai - United Arab Emirates,971557410800,Google Places
Ladies clothes,Clothing store,Dubai,Ladies clothes - Deira St - Deira - Dubai - United Arab Emirates,97142369325,Google Places
Kampala Boutique Mens Wear,Men's clothing store,Dubai,78C5+G32 Kampala Boutique Mens Wear - Al Musalla Rd - Deira - Baniyas Square - Dubai - United Arab Emirates,971558096698,Google Places
Trendz fashion store,Clothing store,Dubai,"Trendz fashion store, Hameediya complex - Naif St - Naif - Al Murar - Dubai - United Arab Emirates",971561527707,Google Places
JOCKEY Al Ghurair Centre,Clothing store,Dubai,JOCKEY Al Ghurair Centre - Al Rigga Rd - Deira - Dubai - United Arab Emirates,97142284399,Google Places
Sam's Store Ukay Ukay- Al Rigga,Clothing store,Dubai,"Sam's Store Ukay Ukay- Al Rigga, Abu Baker Al Sadique Road - Al Rigga Rd - opposite Al Bassam Center - Deira - Dubai - United Arab Emirates",971504055817,Google Places
Island,Men's clothing store,Dubai,Island - Naif St - Deira - Al Murar - Dubai - United Arab Emirates,971527265850,Google Places
Sorung Fashion Online Store,Clothing store,Dubai,"Sorung Fashion Online Store - Office # M01, Emirates Islamic Bank Building Near Banyas Metro Station - Dubai - United Arab Emirates",971563878652,Google Places
Right Root Garments,Clothing store,Dubai,78GJ+533 Right Root Garments - Hor Al Anz - Dubai - United Arab Emirates,971568873449,Google Places
Al Safa Products,"Women's clothing store, Acrylic store, Gift shop, Jeweler",Dubai,Al Safa Products - Muteena - Dubai - United Arab Emirates,971588378712,Google Places
Next,Clothing store,Dubai,"Next, Deira City Centre - Port Saeed - Dubai - United Arab Emirates",97144190428,Google Places
The Souled Store,Clothing store,Dubai,"The Souled Store, Al Ghurair Centre - Deira - Dubai - United Arab Emirates",Unknown,Google Places
Carrel Mens Wear,Clothing store,Dubai,787G+47J Carrel Mens Wear - Al Rigga Rd - Deira - Dubai - United Arab Emirates,97142695550,Google Places
Al Batool Abaya Shop,Women's clothing store,Dubai,Al Batool Abaya Shop - Al Muraqqabat - Dubai - United Arab Emirates,971555624699,Google Places
TEEMA TRADING EST,"Men's clothing store, Fashion designer",Dubai,TEEMA TRADING EST - South Street - Deira - Dubai - United Arab Emirates,97142241646,Google Places
TAG MENS FASHION,Men's clothing store,Dubai,TAG MENS FASHION - 45th St - opposite Latifa Mosque - Deira - Al Murar - Dubai - United Arab Emirates,971564811207,Google Places
Mariage fashion design,Clothing store,Dubai,Mariage fashion design - 193 Abu Baker Al Siddique Rd - Deira - Dubai - United Arab Emirates,Unknown,Google Places
Abaya dress,Clothing store,Dubai,Abaya dress - Al Mateena St - Deira - Dubai - United Arab Emirates,971509181533,Google Places
Nayomi,Lingerie store,Dubai,Nayomi - Al Ghurair Centre - Al Rigga Rd - Dubai - United Arab Emirates,97142272337,Google Places
T-STAR | Fashion And Clothing Store,"Clothing store, Clothing supplier, Clothing wholesale market place, Clothing wholesaler, Fashion accessories store, Women's clothing store",Dubai,T-STAR | Fashion And Clothing Store - 14A St - Naif - Dubai - United Arab Emirates,971524335474,Google Places
Pal Zileri,Men's clothing store,Dubai,Pal Zileri - 10 Al Maktoum Rd - Deira - Riggat Al Buteen - Dubai - United Arab Emirates,97142242578,Google Places
Beyond the Beach,"Clothing store, Sporting goods store",Dubai,"Beyond the Beach, Al Ghurair Centre - Al Rigga Rd - Deira - Al Rigga - Dubai - United Arab Emirates",97142947781,Google Places
Emilio Guido,Men's clothing store,Dubai,"Emilio Guido - Ground Floor, Al Ghurair Centre, Al Muraqqabat, Deira - Dubai - United Arab Emirates",97142555415,Google Places
KMC Fashion,Clothing store,Dubai,KMC Fashion - Naif St - near Al Futtaim Masjid - Deira - Al Murar - Dubai - United Arab Emirates,971554645963,Google Places
Forever 21 - Deira City Centre,"Clothing store, Fashion accessories store, Men's clothing store, Plus size clothing store, Western apparel store, Women's clothing store, Youth clothing store",Dubai,"Forever 21 - Deira City Centre - Located On Level 1, Nearest Parking P4 - Dubai - United Arab Emirates",97142951842,Google Places
Smash Clothing,Clothing store,Dubai,Smash Clothing - Al Maktoum Rd - Deira - Dubai - United Arab Emirates,971585688970,Google Places
Superline Fashion,"Clothing store, Fashion accessories store",Dubai,"Superline Fashion, Osha Plaza 2 - Corniche Deira - Dubai - United Arab Emirates",97143960110,Google Places
Retold,Used clothing store,Dubai,"Retold, Al Ghurair Centre - Deira - Dubai - United Arab Emirates",Unknown,Google Places
Sun & Sand Sports,"Clothing store, Sporting goods store, Sportswear store",Dubai,"Sun & Sand Sports, Al Ghurair Centre - Unit Number G-74 - Al Rigga Rd - Deira - Dubai - United Arab Emirates",97142227107,Google Places
Sam's Store Ukay Ukay- Union,Clothing store,Dubai,Sam's Store Ukay Ukay- Union - Al Maseed Building shop No. 1 Union Metro Station - Dubai - United Arab Emirates,971505622252,Google Places
Under Armour,Sportswear store,Dubai,Under Armour - Al Ghurair Centre Ground floor - Deira - Al Rigga - Dubai - United Arab Emirates,97143466052,Google Places
Eira Fashion Boutique,"Women's clothing store, Boutique, Clothing store, Youth clothing store",Dubai,Eira Fashion Boutique - 794 - near Dhe Puttu Restaurant - Al Karama - Sheikh Hamdan Colony - Dubai - United Arab Emirates,971523764979,Google Places
Sisters Islamic Fashion,Women's clothing store,Dubai,78G5+FVX Sisters Islamic Fashion - Deira - Al Murar - Dubai - United Arab Emirates,971557744949,Google Places
Al Salsabil Fashion,Women's clothing store,Dubai,Al Salsabil Fashion - 11 1b St - Deira - Dubai - United Arab Emirates,971527884296,Google Places
Hannah Fashions,Clothing store,Dubai,"Hannah Fashions, Ascon House - Deira - Dubai - United Arab Emirates",971569318314,Google Places
Turkey Denim,"Western apparel store, Clothing store, Jewelry store, Shoe store, Watch store",Dubai,Turkey Denim - Deira - Dubai - United Arab Emirates,971588106600,Google Places
Kult Fashion Hub,Clothing store,Dubai,Kult Fashion Hub - Deira - Frij Murar - Dubai - United Arab Emirates,971527075527,Google Places
Qassat Abaya & Shaila,Clothing store,Dubai,7898+3XH Qassat Abaya & Shaila - Al Rigga Rd - Deira - Dubai - United Arab Emirates,97142525231,Google Places
